Timestamp,SliceType,Size_MBits
0.017188,mMTC,0.304
0.028360,mMTC,0.459
0.029031,mMTC,0.183
0.029296,mMTC,0.276
0.029447,mMTC,0.283
0.034684,mMTC,0.211
0.040323,mMTC,0.336
0.040445,mMTC,0.324
0.041945,mMTC,0.266
0.043612,mMTC,0.377
0.046515,mMTC,0.163
0.050449,mMTC,0.412
0.052278,mMTC,0.189
0.054733,mMTC,0.475
0.073380,mMTC,0.369
0.082101,uRLLC,1.769
0.085037,mMTC,0.137
0.090335,mMTC,0.323
0.092579,mMTC,0.190
0.095187,mMTC,0.288
0.096756,mMTC,0.217
0.099815,mMTC,0.444
0.100035,eMBB,7.835
0.104228,mMTC,0.282
0.113754,uRLLC,0.802
0.115724,mMTC,0.135
0.140748,eMBB,8.622
0.148766,mMTC,0.399
0.161862,uRLLC,1.534
0.193047,uRLLC,1.502
0.207502,mMTC,0.329
0.220732,uRLLC,1.168
0.224966,uRLLC,0.864
0.227214,mMTC,0.192
0.286012,mMTC,0.360
0.294489,eMBB,9.751
0.350369,mMTC,0.127
0.354135,mMTC,0.180
0.362371,mMTC,0.140
0.369293,mMTC,0.321
0.379695,mMTC,0.481
0.407987,eMBB,10.410
0.436919,mMTC,0.206
0.462396,uRLLC,1.759
0.548783,uRLLC,1.220
0.561512,eMBB,12.448
0.567596,mMTC,0.466
0.617807,mMTC,0.246
0.658049,mMTC,0.179
0.668713,mMTC,0.390
0.671837,uRLLC,1.958
0.696483,eMBB,10.436
0.708243,eMBB,9.889
0.745554,mMTC,0.415
0.778743,mMTC,0.282
0.791037,mMTC,0.171
0.794861,mMTC,0.457
0.798745,uRLLC,0.715
0.834388,uRLLC,0.574
0.845968,mMTC,0.392
0.850050,uRLLC,1.218
0.871469,uRLLC,1.478
0.898620,mMTC,0.274
0.902255,mMTC,0.123
0.906581,mMTC,0.484
0.945490,mMTC,0.435
0.954808,mMTC,0.204
1.013687,mMTC,0.458
1.034515,mMTC,0.126
1.037019,eMBB,7.909
1.080391,uRLLC,0.737
1.134314,mMTC,0.437
