Timestamp,SliceType,Size_MBits
0.001304,eMBB,6.338
0.020464,eMBB,7.186
0.034236,mMTC,0.199
0.034675,mMTC,0.238
0.035588,mMTC,0.451
0.046460,uRLLC,0.558
0.050664,mMTC,0.329
0.062078,mMTC,0.367
0.066047,mMTC,0.381
0.068489,mMTC,0.378
0.077200,mMTC,0.286
0.088233,eMBB,13.037
0.091311,mMTC,0.168
0.094993,mMTC,0.478
0.100235,mMTC,0.444
0.126527,uRLLC,0.778
0.145097,uRLLC,1.810
0.276993,mMTC,0.403
0.298295,mMTC,0.285
0.302924,uRLLC,1.244
0.345444,mMTC,0.274
0.346260,uRLLC,0.781
0.423841,uRLLC,1.555
0.447612,mMTC,0.116
0.499693,mMTC,0.355
0.530660,mMTC,0.121
0.532627,mMTC,0.168
0.596703,uRLLC,0.744
0.600221,eMBB,8.529
0.606660,uRLLC,1.547
0.611754,mMTC,0.207
0.683048,eMBB,5.229
0.714343,uRLLC,0.799
0.731861,mMTC,0.278
0.741823,eMBB,9.143
0.742328,uRLLC,0.825
0.759952,uRLLC,1.594
0.766333,mMTC,0.334
0.771963,eMBB,9.300
0.795800,uRLLC,1.334
0.800427,mMTC,0.488
0.813161,mMTC,0.156
0.819829,uRLLC,1.238
0.833316,uRLLC,0.664
0.860878,mMTC,0.216
0.866316,mMTC,0.296
0.885023,uRLLC,0.557
0.916312,mMTC,0.133
0.931247,uRLLC,1.637
0.937856,eMBB,6.009
0.951526,uRLLC,1.276
0.961082,uRLLC,0.669
0.994659,mMTC,0.318
1.009783,mMTC,0.330
1.028617,mMTC,0.417
1.062588,mMTC,0.486
1.083942,uRLLC,1.855
1.099319,mMTC,0.309
1.103103,uRLLC,1.720
1.108170,uRLLC,1.754
1.134554,mMTC,0.263
1.136411,mMTC,0.407
1.193215,mMTC,0.468
1.216893,uRLLC,1.952
1.234285,mMTC,0.236
1.241475,uRLLC,1.552
1.249261,eMBB,13.939
1.299915,mMTC,0.373
1.327625,uRLLC,1.468
1.351661,uRLLC,1.743
1.370372,uRLLC,1.556
1.392528,mMTC,0.252
1.402366,mMTC,0.454
1.406548,mMTC,0.421
1.406895,eMBB,9.620
1.421548,uRLLC,0.924
1.464065,mMTC,0.171
1.507406,mMTC,0.285
1.543244,eMBB,9.761
1.553376,uRLLC,1.780
1.563329,mMTC,0.110
1.571835,mMTC,0.291
1.638183,mMTC,0.243
1.679741,mMTC,0.118
1.705894,uRLLC,1.522
1.730885,mMTC,0.155
1.739466,uRLLC,1.608
1.757817,mMTC,0.453
1.797986,uRLLC,0.767
1.801043,mMTC,0.122
1.857712,uRLLC,0.802
1.869058,mMTC,0.289
1.898196,mMTC,0.154
1.924151,eMBB,14.170
1.980630,mMTC,0.367
2.014409,uRLLC,1.617
2.041944,mMTC,0.157
2.072413,eMBB,14.104
2.076533,eMBB,6.848
2.096829,mMTC,0.117
2.097999,uRLLC,1.787
2.113183,mMTC,0.460
2.128700,uRLLC,1.070
2.130244,mMTC,0.426
2.136422,uRLLC,0.775
2.161276,uRLLC,1.512
2.166769,uRLLC,0.549
2.193128,uRLLC,1.080
2.246209,uRLLC,1.329
2.256154,eMBB,9.257
2.265761,mMTC,0.181
2.272920,uRLLC,0.709
2.292424,eMBB,6.225
2.312922,uRLLC,1.765
2.321049,uRLLC,1.581
2.340908,mMTC,0.254
2.415963,mMTC,0.470
2.416211,mMTC,0.209
2.418071,mMTC,0.180
2.418635,mMTC,0.120
2.471032,mMTC,0.215
2.492253,uRLLC,1.000
2.504221,eMBB,6.314
2.564059,mMTC,0.218
2.603758,eMBB,8.377
2.619884,eMBB,9.556
2.646093,mMTC,0.398
2.655824,eMBB,5.102
2.656199,eMBB,14.180
2.661733,uRLLC,0.945
2.682799,uRLLC,0.869
2.704936,eMBB,7.632
2.712668,mMTC,0.369
2.752653,mMTC,0.373
2.762213,mMTC,0.286
2.782352,uRLLC,0.541
2.796270,mMTC,0.473
2.798765,uRLLC,1.968
2.829495,uRLLC,1.644
2.850011,mMTC,0.341
2.856024,mMTC,0.189
2.859774,mMTC,0.302
2.863606,eMBB,6.967
2.880938,mMTC,0.311
2.890526,uRLLC,1.385
2.922296,eMBB,11.038
2.942974,mMTC,0.230
2.958467,uRLLC,1.624
2.980761,eMBB,13.277
2.984153,mMTC,0.430
2.985585,mMTC,0.419
2.996711,mMTC,0.374
3.081614,eMBB,8.150
3.083913,mMTC,0.494
3.098536,mMTC,0.402
3.124584,mMTC,0.226
3.126178,uRLLC,1.175
3.145415,eMBB,7.222
3.198180,mMTC,0.387
3.208723,uRLLC,1.687
3.232762,mMTC,0.415
3.250442,mMTC,0.387
3.298174,mMTC,0.437
3.324098,mMTC,0.281
3.329021,mMTC,0.187
3.362458,eMBB,10.289
3.366702,mMTC,0.215
3.372871,mMTC,0.175
3.376860,uRLLC,0.778
3.385645,uRLLC,1.588
3.401304,mMTC,0.124
3.403440,mMTC,0.214
3.446773,mMTC,0.475
3.490349,mMTC,0.372
3.518526,eMBB,14.455
3.542837,mMTC,0.244
3.546299,uRLLC,0.892
3.629184,mMTC,0.260
3.669607,mMTC,0.359
3.688451,mMTC,0.448
3.761385,eMBB,10.695
