Timestamp,SliceType,Size_MBits
0.026896,uRLLC,0.563
0.034489,uRLLC,1.393
0.084798,uRLLC,1.128
0.086083,mMTC,0.349
0.088965,mMTC,0.394
0.092614,mMTC,0.332
0.097798,mMTC,0.496
0.106368,mMTC,0.265
0.112037,uRLLC,1.736
0.115771,uRLLC,1.578
0.210849,mMTC,0.395
0.223795,uRLLC,1.311
0.232683,uRLLC,1.936
0.267101,uRLLC,0.825
0.272594,mMTC,0.498
0.279203,eMBB,11.713
0.287353,mMTC,0.387
0.351320,uRLLC,1.028
0.370823,uRLLC,1.104
0.393429,eMBB,12.241
0.425863,mMTC,0.496
0.455800,mMTC,0.250
0.458561,eMBB,5.825
0.462318,uRLLC,1.656
0.517630,mMTC,0.214
0.522075,eMBB,9.713
0.528137,mMTC,0.394
0.538618,mMTC,0.232
0.558792,uRLLC,1.423
0.573035,eMBB,14.766
0.631587,mMTC,0.172
0.679757,mMTC,0.290
0.703134,uRLLC,1.613
0.705646,mMTC,0.373
0.713145,mMTC,0.381
0.716177,mMTC,0.177
0.799716,eMBB,9.051
0.819688,uRLLC,1.523
0.819779,eMBB,11.482
0.831589,uRLLC,0.562
0.845553,mMTC,0.126
0.856009,eMBB,8.413
0.881521,mMTC,0.438
0.927821,mMTC,0.335
0.934045,mMTC,0.384
0.945486,mMTC,0.296
0.947350,mMTC,0.226
0.990864,eMBB,10.585
1.044085,uRLLC,1.052
1.046750,mMTC,0.211
1.053464,mMTC,0.325
1.069018,mMTC,0.410
1.078904,mMTC,0.413
1.089766,eMBB,5.417
1.125729,mMTC,0.367
1.161497,uRLLC,1.679
1.192752,eMBB,9.971
1.198211,eMBB,13.169
1.199925,eMBB,10.500
1.254031,uRLLC,0.669
1.258354,uRLLC,1.362
1.265077,mMTC,0.221
1.267108,mMTC,0.354
1.273746,mMTC,0.105
1.289941,mMTC,0.221
1.299882,mMTC,0.127
1.302656,uRLLC,1.101
1.304494,eMBB,10.238
1.321464,uRLLC,1.778
1.341288,eMBB,11.231
1.365509,uRLLC,1.032
1.375415,mMTC,0.491
1.382472,uRLLC,1.973
1.419639,mMTC,0.382
1.420618,mMTC,0.345
1.434973,mMTC,0.152
1.457779,mMTC,0.180
1.530504,mMTC,0.474
1.531841,mMTC,0.202
1.547317,mMTC,0.157
1.613342,uRLLC,0.871
1.642698,uRLLC,0.573
1.660830,uRLLC,1.824
1.698626,mMTC,0.362
1.716236,mMTC,0.124
1.793114,eMBB,6.551
1.816152,mMTC,0.319
1.830688,mMTC,0.438
1.832375,eMBB,9.847
1.865567,mMTC,0.466
1.879396,mMTC,0.108
1.883253,uRLLC,0.906
1.884213,uRLLC,0.646
1.920395,uRLLC,0.681
1.934873,mMTC,0.398
1.935865,uRLLC,0.670
1.952030,uRLLC,1.895
1.952559,uRLLC,1.463
1.965285,mMTC,0.372
2.008441,mMTC,0.414
2.021538,uRLLC,1.470
2.034739,uRLLC,1.589
2.057077,uRLLC,1.762
2.094696,mMTC,0.134
2.113367,uRLLC,1.194
2.126951,eMBB,5.405
2.141161,eMBB,12.557
2.146495,eMBB,9.516
2.215626,mMTC,0.268
2.226159,mMTC,0.437
2.231831,mMTC,0.215
2.244060,mMTC,0.286
2.263313,mMTC,0.464
2.304235,uRLLC,1.559
2.314282,uRLLC,1.418
2.340315,mMTC,0.470
2.358156,eMBB,7.590
2.394582,mMTC,0.354
2.398664,eMBB,8.056
2.441425,uRLLC,1.260
2.459023,mMTC,0.373
2.540300,eMBB,6.199
2.559315,uRLLC,1.922
2.579477,mMTC,0.102
2.581181,mMTC,0.265
2.611831,mMTC,0.291
2.616143,uRLLC,1.632
2.669026,mMTC,0.239
2.716745,mMTC,0.257
2.730754,uRLLC,1.345
2.769165,eMBB,8.877
2.781357,mMTC,0.447
2.790976,uRLLC,0.693
2.797171,uRLLC,1.516
2.826466,uRLLC,0.972
2.834090,mMTC,0.446
2.894962,eMBB,8.573
2.915998,mMTC,0.340
2.929428,mMTC,0.336
2.973650,uRLLC,0.579
2.991729,uRLLC,0.996
3.022940,eMBB,9.437
3.031037,eMBB,8.183
3.099337,uRLLC,1.608
3.121129,uRLLC,1.593
3.146810,uRLLC,0.729
3.219996,mMTC,0.205
3.252914,eMBB,14.176
3.266900,mMTC,0.271
3.292210,mMTC,0.120
3.296447,mMTC,0.280
3.381663,eMBB,7.334
3.424204,mMTC,0.422
3.426252,uRLLC,0.969
3.433772,mMTC,0.444
3.463540,uRLLC,1.737
3.484049,mMTC,0.333
3.509357,uRLLC,0.887
3.514298,mMTC,0.330
3.573572,uRLLC,1.887
3.615324,mMTC,0.378
3.630483,uRLLC,1.515
3.635599,eMBB,14.404
3.640219,mMTC,0.475
3.642190,mMTC,0.110
3.651979,mMTC,0.222
3.654632,eMBB,14.435
3.835099,eMBB,11.231
3.861129,mMTC,0.329
3.873119,mMTC,0.153
3.945264,mMTC,0.311
4.030286,mMTC,0.418
4.052263,uRLLC,1.665
4.085746,mMTC,0.272
4.129944,uRLLC,1.874
4.174386,mMTC,0.134
4.230115,uRLLC,1.216
4.268851,eMBB,5.850
4.323853,mMTC,0.226
4.351181,mMTC,0.374
4.355942,mMTC,0.183
4.374588,uRLLC,1.078
4.382088,uRLLC,0.515
4.399676,mMTC,0.367
4.419249,mMTC,0.454
4.533069,uRLLC,0.622
4.553186,uRLLC,1.295
4.590150,mMTC,0.193
4.616897,eMBB,14.011
4.668498,eMBB,7.252
4.693817,eMBB,5.550
4.722110,uRLLC,0.720
4.727089,mMTC,0.236
4.730146,mMTC,0.428
4.811476,mMTC,0.285
4.885474,mMTC,0.400
4.915429,mMTC,0.213
4.923115,mMTC,0.464
4.927235,mMTC,0.390
4.931279,mMTC,0.368
4.933090,uRLLC,0.667
4.934388,mMTC,0.132
4.936012,mMTC,0.356
4.976091,uRLLC,1.225
5.048785,mMTC,0.384
5.084490,eMBB,14.744
5.097295,uRLLC,1.919
5.178758,uRLLC,1.197
5.183960,mMTC,0.332
5.195379,eMBB,8.895
5.197629,mMTC,0.166
5.198895,mMTC,0.121
5.255612,mMTC,0.202
5.263859,mMTC,0.179
5.263926,eMBB,13.918
5.339642,eMBB,12.408
5.343119,uRLLC,1.233
5.349125,mMTC,0.479
5.412049,uRLLC,1.116
5.430211,mMTC,0.101
5.431353,uRLLC,1.969
5.446609,eMBB,10.401
5.447426,mMTC,0.157
5.454833,eMBB,10.357
5.468116,uRLLC,1.463
5.486076,eMBB,10.041
5.535917,eMBB,12.222
5.553354,eMBB,12.205
5.554631,uRLLC,1.275
5.620342,uRLLC,1.789
5.627573,eMBB,11.961
5.643068,eMBB,9.386
5.645591,uRLLC,1.835
5.659434,mMTC,0.353
5.697424,mMTC,0.238
5.699893,uRLLC,1.361
5.720052,uRLLC,1.696
5.790889,mMTC,0.281
5.800935,eMBB,5.933
5.839976,uRLLC,1.005
5.841496,uRLLC,1.558
5.847801,mMTC,0.431
5.853922,mMTC,0.497
5.874134,mMTC,0.154
5.876299,mMTC,0.228
5.888078,mMTC,0.330
5.894471,uRLLC,0.825
5.921082,uRLLC,0.899
5.942160,uRLLC,1.531
5.961208,eMBB,10.843
6.025202,eMBB,9.258
6.047045,mMTC,0.222
6.061945,mMTC,0.464
6.091296,uRLLC,0.679
6.097766,mMTC,0.200
6.098037,mMTC,0.329
6.120210,mMTC,0.373
6.125848,eMBB,6.737
6.147651,uRLLC,1.574
6.167806,mMTC,0.154
6.170676,eMBB,12.257
6.177361,mMTC,0.322
6.180231,mMTC,0.255
6.185206,uRLLC,1.377
6.209736,mMTC,0.387
6.254560,mMTC,0.208
6.264607,uRLLC,1.663
6.280798,mMTC,0.262
6.293097,eMBB,14.951
6.306378,uRLLC,1.451
6.361226,eMBB,6.545
6.377188,mMTC,0.359
6.387011,mMTC,0.212
6.404247,eMBB,8.149
6.416871,eMBB,9.993
6.426754,eMBB,7.510
6.467874,uRLLC,1.762
6.478610,uRLLC,0.869
6.482364,uRLLC,0.800
6.524613,mMTC,0.466
6.573651,mMTC,0.134
6.592737,uRLLC,1.501
6.600249,uRLLC,1.373
6.608438,mMTC,0.254
6.694188,uRLLC,0.755
6.695765,mMTC,0.422
6.714614,uRLLC,1.673
6.727734,uRLLC,1.930
6.740717,uRLLC,1.545
6.753451,mMTC,0.304
6.765314,uRLLC,1.667
6.814869,eMBB,6.108
6.857476,uRLLC,1.855
6.876410,mMTC,0.145
6.900538,mMTC,0.210
6.994966,mMTC,0.460
7.030145,mMTC,0.189
7.032618,mMTC,0.452
7.120429,eMBB,12.547
7.133635,uRLLC,0.967
7.142842,uRLLC,0.651
7.180843,mMTC,0.157
7.217152,uRLLC,0.867
7.309058,uRLLC,1.417
7.309064,mMTC,0.352
7.309969,mMTC,0.406
7.319405,mMTC,0.345
7.325661,mMTC,0.328
7.337254,uRLLC,1.695
7.337576,eMBB,9.768
7.347019,uRLLC,1.099
7.391809,mMTC,0.175
7.403750,eMBB,12.358
7.463482,mMTC,0.155
7.465411,uRLLC,1.813
7.472367,eMBB,6.176
7.478306,uRLLC,1.165
7.501928,eMBB,12.569
7.519444,uRLLC,1.849
7.524353,eMBB,7.794
7.524433,mMTC,0.334
7.527231,eMBB,9.415
7.535708,mMTC,0.181
7.562408,mMTC,0.437
7.563788,mMTC,0.368
7.568611,uRLLC,1.014
7.595120,mMTC,0.273
7.614818,uRLLC,0.662
7.635894,mMTC,0.472
7.644055,uRLLC,1.462
7.670941,mMTC,0.487
7.677128,mMTC,0.240
7.686459,uRLLC,1.678
7.720260,uRLLC,1.611
7.734132,mMTC,0.139
7.734988,mMTC,0.157
7.751346,uRLLC,0.788
7.751881,uRLLC,1.353
7.795772,uRLLC,0.947
7.932048,eMBB,12.018
7.952412,mMTC,0.109
7.973637,uRLLC,1.509
7.998898,eMBB,14.723
8.001091,uRLLC,1.254
8.011089,mMTC,0.441
8.034128,mMTC,0.497
8.058787,mMTC,0.404
8.089213,mMTC,0.146
8.126063,uRLLC,1.561
8.130298,mMTC,0.220
8.189169,uRLLC,1.689
8.223149,uRLLC,0.913
8.239876,mMTC,0.207
8.254955,mMTC,0.207
8.301567,mMTC,0.210
8.316468,eMBB,7.836
8.337797,uRLLC,1.087
8.399279,mMTC,0.170
8.408943,mMTC,0.205
8.421420,uRLLC,1.501
8.425684,mMTC,0.365
8.474504,mMTC,0.491
8.493169,mMTC,0.419
8.541504,mMTC,0.349
8.566446,mMTC,0.491
8.585444,mMTC,0.207
8.631294,uRLLC,0.612
8.633657,mMTC,0.342
8.665032,uRLLC,1.837
8.676508,mMTC,0.121
8.683379,eMBB,14.263
8.727489,eMBB,6.119
8.740037,mMTC,0.313
8.817093,uRLLC,1.171
8.820969,mMTC,0.463
8.849944,mMTC,0.440
8.932374,mMTC,0.338
8.952076,mMTC,0.198
8.967113,eMBB,12.568
8.969643,eMBB,12.529
8.976549,uRLLC,0.938
8.998451,eMBB,11.196
9.019128,mMTC,0.467
9.027454,mMTC,0.229
9.078863,uRLLC,1.618
9.084477,mMTC,0.207
9.105350,uRLLC,0.500
9.168082,mMTC,0.260
9.202654,mMTC,0.475
9.241328,mMTC,0.288
9.241875,uRLLC,1.113
9.296924,eMBB,12.372
9.301012,uRLLC,1.535
9.301337,mMTC,0.210
9.315007,eMBB,6.983
9.326188,uRLLC,1.883
9.332584,mMTC,0.244
9.365451,mMTC,0.307
9.368767,mMTC,0.175
9.394263,uRLLC,0.864
9.401163,uRLLC,1.643
9.411271,uRLLC,0.615
9.416246,mMTC,0.218
9.502701,mMTC,0.189
9.556538,mMTC,0.363
9.590603,uRLLC,0.640
9.641295,uRLLC,1.565
9.643845,eMBB,10.636
9.652405,mMTC,0.264
9.659507,eMBB,10.758
9.663124,uRLLC,0.778
9.681450,eMBB,5.457
9.699688,uRLLC,0.582
9.700876,mMTC,0.491
9.768941,mMTC,0.205
9.806959,uRLLC,1.178
9.833761,uRLLC,1.809
9.839021,mMTC,0.214
9.855182,mMTC,0.278
9.861297,mMTC,0.250
9.895316,mMTC,0.371
9.898808,mMTC,0.164
9.922655,mMTC,0.288
9.943223,uRLLC,1.837
10.009446,uRLLC,1.712
10.010620,uRLLC,1.111
10.019085,eMBB,10.863
10.025968,eMBB,11.305
10.081680,eMBB,10.112
10.081698,mMTC,0.156
10.083963,mMTC,0.139
10.086405,mMTC,0.471
10.090398,mMTC,0.187
10.097118,mMTC,0.394
10.105111,mMTC,0.372
10.119106,eMBB,6.764
10.184848,uRLLC,1.244
10.186207,eMBB,8.830
10.200003,uRLLC,1.374
10.298217,mMTC,0.213
10.304658,uRLLC,0.841
10.321022,uRLLC,1.953
10.344456,uRLLC,0.839
10.346764,mMTC,0.111
10.366360,uRLLC,0.745
10.388689,mMTC,0.395
10.401250,uRLLC,0.842
10.449423,uRLLC,0.621
10.458448,uRLLC,1.074
10.488107,mMTC,0.221
10.492546,mMTC,0.274
10.527808,mMTC,0.451
10.529369,uRLLC,0.980
10.533773,uRLLC,1.109
10.542875,eMBB,10.815
10.547062,mMTC,0.185
10.547321,uRLLC,1.987
10.547910,mMTC,0.148
10.618096,eMBB,14.885
10.652542,mMTC,0.435
10.654208,eMBB,10.251
10.665784,eMBB,9.541
10.689461,mMTC,0.153
10.786812,mMTC,0.453
10.791287,mMTC,0.387
10.791842,mMTC,0.247
10.796795,uRLLC,1.827
10.895332,mMTC,0.283
10.911874,mMTC,0.303
10.940281,mMTC,0.366
11.039271,uRLLC,1.173
11.078139,mMTC,0.425
11.088736,mMTC,0.364
11.180781,uRLLC,1.479
11.182592,mMTC,0.283
11.214751,mMTC,0.404
11.258810,eMBB,13.672
11.261560,mMTC,0.436
11.300062,uRLLC,0.955
11.312097,mMTC,0.441
11.329210,mMTC,0.169
11.330859,eMBB,14.722
