Timestamp,SliceType,Size_MBits
0.009922,eMBB,12.235
0.028849,mMTC,0.315
0.032326,mMTC,0.129
0.033889,mMTC,0.300
0.039574,mMTC,0.421
0.041972,mMTC,0.126
0.043671,mMTC,0.464
0.044871,mMTC,0.281
0.058255,mMTC,0.110
0.062843,mMTC,0.480
0.064152,mMTC,0.319
0.076143,mMTC,0.153
0.079849,mMTC,0.400
0.085377,mMTC,0.287
0.086523,mMTC,0.296
0.088852,mMTC,0.291
0.091130,mMTC,0.435
0.098449,mMTC,0.226
0.100917,uRLLC,0.914
0.102700,mMTC,0.241
0.141119,uRLLC,1.056
0.156259,mMTC,0.388
0.182086,uRLLC,1.860
0.182895,mMTC,0.396
0.195353,uRLLC,1.140
0.210336,mMTC,0.309
0.237134,mMTC,0.101
0.241974,mMTC,0.384
0.262430,uRLLC,1.544
0.279127,mMTC,0.373
0.281857,mMTC,0.224
0.326754,mMTC,0.194
0.469867,uRLLC,1.918
0.486952,eMBB,9.723
0.494333,mMTC,0.152
0.512794,mMTC,0.285
0.580505,mMTC,0.294
0.587864,mMTC,0.237
0.595635,uRLLC,0.951
0.607474,mMTC,0.266
0.607696,uRLLC,1.662
0.637195,mMTC,0.309
0.668063,mMTC,0.411
0.713800,uRLLC,1.512
0.717183,eMBB,14.391
0.722372,eMBB,13.757
0.762839,eMBB,9.758
0.777209,mMTC,0.387
0.785168,mMTC,0.363
0.788756,mMTC,0.243
0.821255,uRLLC,1.142
0.872543,mMTC,0.391
0.882317,uRLLC,1.641
0.882795,uRLLC,1.130
0.924263,uRLLC,0.583
0.958625,mMTC,0.343
0.962011,eMBB,14.418
0.976240,uRLLC,0.846
0.979153,eMBB,6.325
1.010866,eMBB,10.749
1.034085,eMBB,12.822
1.046770,mMTC,0.113
1.047996,uRLLC,1.695
1.084803,mMTC,0.210
1.094066,mMTC,0.451
1.214011,mMTC,0.179
1.243138,mMTC,0.388
1.277178,eMBB,6.683
1.294295,uRLLC,1.712
1.336466,mMTC,0.166
1.338275,mMTC,0.213
1.347487,uRLLC,0.567
1.348037,uRLLC,1.042
1.352419,uRLLC,0.724
1.353983,uRLLC,1.287
1.413869,eMBB,9.271
1.420755,mMTC,0.233
1.431935,eMBB,14.407
1.433518,uRLLC,0.862
1.434227,uRLLC,1.746
1.465377,mMTC,0.283
1.539175,mMTC,0.446
1.586206,mMTC,0.449
1.587416,mMTC,0.209
1.603648,mMTC,0.148
1.608361,uRLLC,0.546
1.682791,uRLLC,0.607
1.712625,uRLLC,1.127
1.724443,mMTC,0.308
1.725969,uRLLC,0.976
1.762728,mMTC,0.164
1.773420,mMTC,0.242
1.797191,mMTC,0.183
1.815032,uRLLC,1.742
1.822567,uRLLC,1.054
1.840223,uRLLC,1.177
1.861783,uRLLC,1.253
1.922677,mMTC,0.253
1.975186,mMTC,0.338
2.032370,uRLLC,0.592
2.044508,eMBB,14.463
2.044893,mMTC,0.215
2.100687,mMTC,0.385
2.123424,uRLLC,0.720
2.154108,mMTC,0.482
2.160161,eMBB,10.936
2.165216,eMBB,14.886
2.181744,mMTC,0.355
2.253327,mMTC,0.175
2.271710,mMTC,0.199
2.317033,mMTC,0.137
2.365403,uRLLC,1.193
2.378697,eMBB,6.047
2.404633,uRLLC,1.725
2.430014,mMTC,0.197
2.470835,uRLLC,0.719
2.506968,mMTC,0.332
2.523057,eMBB,10.132
2.524049,mMTC,0.203
2.587906,uRLLC,1.132
2.617884,mMTC,0.434
2.623116,mMTC,0.359
2.641705,mMTC,0.402
2.646951,eMBB,9.576
2.680818,mMTC,0.123
2.721563,mMTC,0.231
2.723359,mMTC,0.401
2.736490,uRLLC,1.841
2.764606,mMTC,0.235
2.797287,uRLLC,0.674
2.800889,uRLLC,1.599
2.831784,uRLLC,1.042
2.929113,eMBB,8.273
2.971236,uRLLC,1.466
2.975329,mMTC,0.124
2.989388,mMTC,0.487
2.997840,uRLLC,0.740
3.015370,mMTC,0.460
3.021429,uRLLC,1.667
3.024385,mMTC,0.485
3.031087,uRLLC,0.565
3.062158,mMTC,0.243
3.127888,mMTC,0.309
3.132746,mMTC,0.142
3.140826,mMTC,0.164
3.143536,mMTC,0.119
