Timestamp,SliceType,Size_MBits
0.046161,mMTC,0.318
0.048916,mMTC,0.358
0.051794,mMTC,0.457
0.068369,mMTC,0.253
0.076213,mMTC,0.312
0.080410,mMTC,0.470
0.080779,mMTC,0.135
0.080881,mMTC,0.433
0.083729,uRLLC,1.805
0.088410,mMTC,0.420
0.091504,mMTC,0.412
0.092134,mMTC,0.356
0.092907,mMTC,0.478
0.096596,mMTC,0.266
0.098133,mMTC,0.410
0.099484,eMBB,10.684
0.101178,mMTC,0.347
0.101855,eMBB,11.169
0.148528,mMTC,0.373
0.170804,mMTC,0.275
0.230609,mMTC,0.124
0.285555,mMTC,0.368
0.297365,mMTC,0.152
0.316314,mMTC,0.245
0.340077,uRLLC,1.158
0.358535,mMTC,0.141
0.370250,mMTC,0.165
0.423187,mMTC,0.201
0.454584,mMTC,0.198
0.461595,eMBB,6.104
0.463241,mMTC,0.155
0.474185,mMTC,0.247
0.560201,mMTC,0.139
0.595104,eMBB,5.961
0.637043,uRLLC,1.203
0.651192,mMTC,0.342
0.718404,mMTC,0.116
0.735025,mMTC,0.148
0.752584,mMTC,0.147
0.771719,mMTC,0.266
0.775034,mMTC,0.377
0.816838,mMTC,0.206
0.853876,mMTC,0.138
0.887838,uRLLC,1.894
0.896771,mMTC,0.367
0.903838,mMTC,0.387
0.913409,uRLLC,0.775
0.920920,mMTC,0.108
0.972284,uRLLC,0.507
1.009208,mMTC,0.208
1.047793,uRLLC,1.943
1.063733,eMBB,10.762
1.066861,uRLLC,1.358
1.075645,mMTC,0.481
1.083689,uRLLC,1.770
1.105277,mMTC,0.219
1.163839,uRLLC,1.095
1.175807,eMBB,10.813
1.189323,mMTC,0.377
1.253918,mMTC,0.301
1.305805,uRLLC,1.466
1.342565,uRLLC,1.410
1.343857,uRLLC,0.952
1.410192,mMTC,0.216
1.415812,uRLLC,1.143
1.425517,uRLLC,0.947
1.442660,eMBB,10.909
1.458310,mMTC,0.361
1.481776,uRLLC,1.147
1.511103,mMTC,0.247
1.539726,mMTC,0.457
1.549420,eMBB,12.039
1.562622,eMBB,14.195
1.621771,mMTC,0.500
1.629864,mMTC,0.447
1.633018,uRLLC,1.423
1.638731,mMTC,0.439
1.641830,uRLLC,1.354
1.676688,uRLLC,0.604
1.719198,eMBB,9.535
1.721067,mMTC,0.447
1.756384,uRLLC,1.784
1.757170,uRLLC,1.040
1.844456,uRLLC,0.757
1.879240,eMBB,5.543
1.893532,uRLLC,0.528
1.906565,mMTC,0.190
1.907132,eMBB,14.281
1.927747,mMTC,0.113
1.936745,mMTC,0.349
1.979791,mMTC,0.195
1.998759,uRLLC,1.421
2.049898,uRLLC,1.385
2.059482,eMBB,8.119
2.115859,mMTC,0.184
2.122965,eMBB,14.444
2.126160,mMTC,0.296
2.137217,uRLLC,0.882
2.139061,mMTC,0.274
2.141202,uRLLC,1.545
2.157745,mMTC,0.172
2.158994,mMTC,0.127
2.172830,uRLLC,1.181
2.215871,mMTC,0.459
2.224105,uRLLC,0.825
2.291133,eMBB,7.633
2.293742,eMBB,12.584
2.296632,uRLLC,1.075
2.341953,eMBB,13.310
2.355799,uRLLC,1.809
2.377104,uRLLC,1.697
2.390793,uRLLC,1.929
2.447854,mMTC,0.186
2.465891,eMBB,12.309
2.468334,uRLLC,0.820
2.502510,eMBB,5.257
2.517016,uRLLC,1.137
2.531575,eMBB,9.636
2.548261,uRLLC,1.380
2.572227,eMBB,6.175
2.595078,mMTC,0.153
2.658168,mMTC,0.258
2.663293,eMBB,6.833
2.681197,uRLLC,1.232
2.682852,eMBB,14.404
2.699837,mMTC,0.399
2.710494,uRLLC,0.625
2.764054,uRLLC,1.377
2.816862,mMTC,0.217
2.830638,mMTC,0.140
2.831466,mMTC,0.472
2.864046,eMBB,12.852
2.886887,mMTC,0.335
2.890192,mMTC,0.294
2.905410,eMBB,13.765
2.957001,eMBB,14.616
2.981953,uRLLC,1.924
2.989949,eMBB,12.992
3.079893,mMTC,0.450
3.097230,mMTC,0.440
3.114382,eMBB,5.132
3.145331,mMTC,0.159
3.167699,eMBB,9.784
3.171063,uRLLC,1.459
3.201715,uRLLC,0.705
3.253691,eMBB,6.898
3.316824,uRLLC,0.836
3.323689,uRLLC,1.793
3.343197,eMBB,14.608
3.345728,mMTC,0.410
3.365988,mMTC,0.132
3.392136,mMTC,0.193
3.399242,mMTC,0.121
3.463900,mMTC,0.105
3.537510,mMTC,0.159
3.541653,mMTC,0.136
3.564285,uRLLC,0.868
3.597397,mMTC,0.323
3.600662,uRLLC,1.591
3.621673,uRLLC,0.697
3.625471,uRLLC,0.952
3.639496,eMBB,9.561
3.645735,uRLLC,1.543
3.667962,uRLLC,1.070
3.681286,uRLLC,1.683
3.685188,uRLLC,1.545
3.695900,mMTC,0.411
3.710916,mMTC,0.250
3.755205,mMTC,0.209
3.778374,mMTC,0.179
3.783213,eMBB,5.446
3.785736,uRLLC,0.615
3.809170,mMTC,0.223
3.834505,uRLLC,1.939
3.852253,mMTC,0.114
3.880395,mMTC,0.304
3.903655,uRLLC,1.522
3.918807,mMTC,0.152
3.925333,uRLLC,1.935
3.939145,uRLLC,1.856
3.943742,mMTC,0.283
3.984265,eMBB,9.586
3.991468,uRLLC,1.099
4.050613,mMTC,0.376
4.110749,mMTC,0.231
4.145261,eMBB,11.361
4.147726,uRLLC,0.741
4.179569,eMBB,14.592
4.181438,mMTC,0.336
4.253829,uRLLC,1.186
4.256162,eMBB,10.758
4.278937,mMTC,0.464
4.363448,mMTC,0.164
4.413012,mMTC,0.259
4.416251,mMTC,0.270
4.431217,mMTC,0.440
4.432911,mMTC,0.484
4.454865,mMTC,0.243
4.455688,mMTC,0.174
4.456092,uRLLC,1.894
4.463088,uRLLC,1.918
4.471046,eMBB,9.542
4.481334,mMTC,0.193
4.520491,eMBB,5.331
4.522457,eMBB,9.288
4.528990,mMTC,0.201
4.531270,eMBB,7.532
