Timestamp,SliceType,Size_MBits
0.000006,mMTC,0.221
0.000799,mMTC,0.137
0.001830,mMTC,0.238
0.004357,mMTC,0.316
0.007074,mMTC,0.374
0.008217,mMTC,0.451
0.008356,mMTC,0.368
0.011057,mMTC,0.323
0.011813,mMTC,0.179
0.019879,mMTC,0.487
0.021759,mMTC,0.377
0.032212,mMTC,0.458
0.032657,mMTC,0.116
0.033587,mMTC,0.451
0.034105,mMTC,0.268
0.049942,mMTC,0.313
0.055828,mMTC,0.226
0.061628,mMTC,0.434
0.061721,mMTC,0.400
0.067451,eMBB,12.482
0.084207,mMTC,0.416
0.084752,mMTC,0.279
0.084942,uRLLC,0.940
0.096714,mMTC,0.152
0.096812,mMTC,0.372
0.098001,mMTC,0.206
0.101383,mMTC,0.121
0.107566,uRLLC,0.720
0.108591,eMBB,11.998
0.122086,eMBB,9.141
0.144063,mMTC,0.266
0.146625,mMTC,0.314
0.166893,uRLLC,1.272
0.201126,mMTC,0.335
0.270270,eMBB,6.375
0.289018,eMBB,13.074
0.317986,mMTC,0.166
0.352388,eMBB,8.478
0.359765,uRLLC,1.589
0.449201,mMTC,0.349
0.502978,uRLLC,1.023
0.518704,mMTC,0.458
0.523952,uRLLC,1.947
0.526082,eMBB,11.217
0.541317,eMBB,14.495
0.546643,mMTC,0.331
0.572867,mMTC,0.195
0.596551,uRLLC,1.361
0.596743,uRLLC,1.426
0.616027,eMBB,10.271
0.623108,uRLLC,1.036
0.689715,mMTC,0.349
0.690513,mMTC,0.472
0.749217,mMTC,0.499
0.758674,mMTC,0.155
0.782562,uRLLC,1.545
0.787114,uRLLC,1.633
0.880575,uRLLC,1.885
0.887408,eMBB,6.243
0.889918,eMBB,5.262
0.893507,eMBB,7.462
0.893526,mMTC,0.316
0.933766,mMTC,0.437
0.940396,mMTC,0.212
0.963452,uRLLC,1.954
0.984461,mMTC,0.107
1.018340,uRLLC,0.849
1.065091,mMTC,0.255
1.128047,uRLLC,1.621
1.139296,eMBB,6.365
1.147020,eMBB,6.213
1.152716,eMBB,6.075
1.164678,mMTC,0.385
1.182212,uRLLC,0.519
1.184692,eMBB,14.673
1.187192,uRLLC,0.805
1.205695,mMTC,0.398
1.206578,uRLLC,1.372
1.216568,mMTC,0.439
1.230279,mMTC,0.298
1.278653,mMTC,0.432
1.287180,mMTC,0.107
1.289638,eMBB,9.863
1.290809,mMTC,0.328
1.309899,mMTC,0.495
1.353244,mMTC,0.252
1.393275,mMTC,0.398
1.406168,eMBB,7.649
1.414748,eMBB,8.701
1.440393,uRLLC,0.815
1.448592,mMTC,0.127
1.463668,mMTC,0.422
1.474417,mMTC,0.356
1.511604,mMTC,0.470
1.526883,mMTC,0.126
1.533551,uRLLC,1.658
1.538934,eMBB,14.320
1.540690,eMBB,7.344
1.593296,mMTC,0.480
1.660583,eMBB,10.567
1.692482,uRLLC,1.462
1.725436,uRLLC,1.229
1.743259,mMTC,0.320
1.787244,uRLLC,1.878
1.820733,uRLLC,1.945
1.833473,uRLLC,0.689
1.843148,uRLLC,1.258
1.844598,uRLLC,1.922
1.873567,mMTC,0.106
1.883258,mMTC,0.233
1.890278,mMTC,0.424
1.911414,mMTC,0.476
1.955029,mMTC,0.452
1.961607,uRLLC,1.858
1.969615,eMBB,10.463
2.002671,uRLLC,0.929
2.047594,uRLLC,1.399
2.048160,mMTC,0.337
2.048638,uRLLC,1.711
2.073884,uRLLC,1.839
2.076590,mMTC,0.174
2.131378,uRLLC,1.418
2.135073,uRLLC,1.130
2.154132,mMTC,0.467
2.154152,mMTC,0.491
2.169925,eMBB,14.738
2.177778,mMTC,0.432
2.210841,uRLLC,1.442
2.220528,mMTC,0.335
2.233260,uRLLC,1.787
2.285944,eMBB,11.981
2.289847,mMTC,0.229
2.327049,uRLLC,1.176
2.345400,mMTC,0.264
2.359144,uRLLC,0.976
2.371064,mMTC,0.272
2.423987,uRLLC,1.517
2.438744,uRLLC,1.140
2.466784,uRLLC,1.696
2.535773,eMBB,14.038
2.553168,mMTC,0.208
2.567710,mMTC,0.442
2.605219,mMTC,0.421
2.608134,uRLLC,1.600
2.647708,mMTC,0.408
2.656928,uRLLC,1.199
2.671629,eMBB,5.682
2.684902,uRLLC,0.619
2.689773,mMTC,0.173
2.730965,eMBB,13.750
2.773302,mMTC,0.328
2.782077,mMTC,0.287
2.803246,mMTC,0.190
2.848133,mMTC,0.225
2.876725,eMBB,14.096
2.913877,eMBB,6.109
2.940675,eMBB,9.996
2.955824,uRLLC,0.812
2.972163,mMTC,0.441
2.974829,uRLLC,1.425
2.992571,uRLLC,0.653
2.999042,mMTC,0.291
3.007326,mMTC,0.349
3.040929,uRLLC,1.481
3.046590,mMTC,0.401
3.051338,uRLLC,1.279
3.059145,mMTC,0.109
3.078749,mMTC,0.449
3.103689,eMBB,10.384
3.153904,uRLLC,1.925
3.171872,mMTC,0.442
3.177071,mMTC,0.361
3.237859,mMTC,0.344
3.270640,uRLLC,0.552
3.318235,mMTC,0.393
3.333270,mMTC,0.203
3.355497,eMBB,8.453
3.368688,uRLLC,1.169
3.383294,mMTC,0.496
3.401146,mMTC,0.157
3.470468,uRLLC,1.312
3.516934,mMTC,0.355
3.554563,eMBB,10.461
3.647994,eMBB,6.354
3.702943,eMBB,5.262
3.715704,uRLLC,1.618
3.717763,uRLLC,1.050
3.724796,eMBB,11.927
3.772014,mMTC,0.175
3.801175,mMTC,0.333
3.849963,uRLLC,0.806
3.868941,uRLLC,0.893
3.871575,eMBB,9.570
3.878902,eMBB,10.085
3.908677,eMBB,12.986
3.952786,eMBB,5.276
3.961407,uRLLC,1.766
3.993385,uRLLC,1.625
4.030207,mMTC,0.316
4.041097,uRLLC,1.706
4.043288,uRLLC,1.564
4.065287,eMBB,14.475
4.084987,uRLLC,0.901
4.090653,uRLLC,1.143
4.096574,eMBB,11.338
4.098348,uRLLC,1.545
4.190449,mMTC,0.237
4.195237,uRLLC,1.143
4.283941,mMTC,0.351
4.291681,mMTC,0.131
4.292607,mMTC,0.127
4.299620,eMBB,6.133
4.303142,eMBB,12.549
4.311059,uRLLC,1.620
4.323285,mMTC,0.280
